date,date_id,year,month,day,week_number,day_of_week
2015-12-07,159,2015,12,7,50,0
2015-12-08,160,2015,12,8,50,1
2015-12-10,161,2015,12,10,50,3
2015-12-11,162,2015,12,11,50,4
2015-12-12,163,2015,12,12,50,5
2015-12-13,164,2015,12,13,50,6
2015-12-14,165,2015,12,14,51,0
2015-12-15,166,2015,12,15,51,1
2015-12-17,167,2015,12,17,51,3
2015-12-18,168,2015,12,18,51,4
2015-12-19,169,2015,12,19,51,5
2015-12-20,170,2015,12,20,51,6
2015-12-21,171,2015,12,21,52,0
2015-12-22,172,2015,12,22,52,1
2015-12-23,173,2015,12,23,52,2
2015-12-24,174,2015,12,24,52,3
2015-12-25,175,2015,12,25,52,4
2015-12-26,176,2015,12,26,52,5
2015-12-27,177,2015,12,27,52,6
2015-12-28,178,2015,12,28,53,0
2015-12-29,179,2015,12,29,53,1
2015-12-30,180,2015,12,30,53,2
2015-12-31,181,2015,12,31,53,3
2016-01-01,182,2016,1,1,53,4
2016-01-02,183,2016,1,2,53,5
2016-01-03,184,2016,1,3,53,6
2016-01-04,185,2016,1,4,1,0
2016-01-05,186,2016,1,5,1,1
2016-01-06,187,2016,1,6,1,2
2016-01-07,188,2016,1,7,1,3
2016-01-08,189,2016,1,8,1,4
2016-01-09,190,2016,1,9,1,5
2016-01-10,191,2016,1,10,1,6
2016-01-12,192,2016,1,12,2,1
2016-01-13,193,2016,1,13,2,2
2016-01-14,194,2016,1,14,2,3
2016-01-15,195,2016,1,15,2,4
2016-01-16,196,2016,1,16,2,5
2016-01-17,197,2016,1,17,2,6
2016-01-18,198,2016,1,18,3,0
2016-01-19,199,2016,1,19,3,1
2016-01-21,200,2016,1,21,3,3
2016-01-22,201,2016,1,22,3,4
2016-01-23,202,2016,1,23,3,5
2016-01-25,203,2016,1,25,4,0
2016-01-26,204,2016,1,26,4,1
2016-01-27,205,2016,1,27,4,2
2016-01-28,206,2016,1,28,4,3
2016-01-29,207,2016,1,29,4,4
2016-01-30,208,2016,1,30,4,5
2016-01-31,209,2016,1,31,4,6
2016-02-01,210,2016,2,1,5,0
2016-02-02,211,2016,2,2,5,1
2016-02-03,212,2016,2,3,5,2
2016-02-04,213,2016,2,4,5,3
2016-02-05,214,2016,2,5,5,4
2016-02-06,215,2016,2,6,5,5
2016-02-07,216,2016,2,7,5,6
2016-02-08,217,2016,2,8,6,0
2016-02-09,218,2016,2,9,6,1
2016-02-10,219,2016,2,10,6,2
2016-02-11,220,2016,2,11,6,3
2016-02-12,221,2016,2,12,6,4
2016-02-13,222,2016,2,13,6,5
2016-02-14,223,2016,2,14,6,6
2016-02-15,224,2016,2,15,7,0
2016-02-16,225,2016,2,16,7,1
2016-02-17,226,2016,2,17,7,2
2016-02-18,227,2016,2,18,7,3
2016-02-19,228,2016,2,19,7,4
2016-02-20,229,2016,2,20,7,5
2016-02-21,230,2016,2,21,7,6
2016-02-22,231,2016,2,22,8,0
2016-02-23,232,2016,2,23,8,1
2016-02-24,233,2016,2,24,8,2
2016-02-25,234,2016,2,25,8,3
2016-02-26,235,2016,2,26,8,4
2016-02-27,236,2016,2,27,8,5
2016-02-28,237,2016,2,28,8,6
2016-02-29,238,2016,2,29,9,0
2016-03-01,239,2016,3,1,9,1
2016-03-02,240,2016,3,2,9,2
2016-03-03,241,2016,3,3,9,3
2016-03-04,242,2016,3,4,9,4
2016-03-05,243,2016,3,5,9,5
2016-03-07,244,2016,3,7,10,0
2016-03-08,245,2016,3,8,10,1
2016-03-09,246,2016,3,9,10,2
2016-03-10,247,2016,3,10,10,3
2016-03-11,248,2016,3,11,10,4
2016-03-12,249,2016,3,12,10,5
2016-03-13,250,2016,3,13,10,6
2016-03-14,251,2016,3,14,11,0
2016-03-15,252,2016,3,15,11,1
2016-03-16,253,2016,3,16,11,2
2016-03-17,254,2016,3,17,11,3
2016-03-18,255,2016,3,18,11,4
2016-03-19,256,2016,3,19,11,5
2016-03-20,257,2016,3,20,11,6
2016-03-21,258,2016,3,21,12,0
2016-03-22,259,2016,3,22,12,1
2016-03-23,260,2016,3,23,12,2
2016-03-24,261,2016,3,24,12,3
2016-03-25,262,2016,3,25,12,4
2016-03-26,263,2016,3,26,12,5
2016-03-27,264,2016,3,27,12,6
2016-03-28,265,2016,3,28,13,0
2016-03-29,266,2016,3,29,13,1
2016-03-30,267,2016,3,30,13,2
2016-03-31,268,2016,3,31,13,3
2016-04-01,269,2016,4,1,13,4
2016-04-02,270,2016,4,2,13,5
2016-04-03,271,2016,4,3,13,6
2016-04-04,272,2016,4,4,14,0
2016-04-05,273,2016,4,5,14,1
2016-04-06,274,2016,4,6,14,2
2016-04-07,275,2016,4,7,14,3
2016-04-08,276,2016,4,8,14,4
2016-04-09,277,2016,4,9,14,5
2016-04-10,278,2016,4,10,14,6
2016-04-11,279,2016,4,11,15,0
2016-04-12,280,2016,4,12,15,1
2016-04-13,281,2016,4,13,15,2
2016-04-14,282,2016,4,14,15,3
2016-04-15,283,2016,4,15,15,4
2016-04-16,284,2016,4,16,15,5
2016-04-17,285,2016,4,17,15,6
2016-04-18,286,2016,4,18,16,0
2016-04-19,287,2016,4,19,16,1
2016-04-20,288,2016,4,20,16,2
2016-04-21,289,2016,4,21,16,3
2016-04-22,290,2016,4,22,16,4
2016-04-23,291,2016,4,23,16,5
2016-04-24,292,2016,4,24,16,6
2016-04-25,293,2016,4,25,17,0
2016-04-26,294,2016,4,26,17,1
2016-04-27,295,2016,4,27,17,2
2016-04-28,296,2016,4,28,17,3
2016-04-29,297,2016,4,29,17,4
2016-04-30,298,2016,4,30,17,5
2016-05-01,299,2016,5,1,17,6
2016-05-02,300,2016,5,2,18,0
2016-05-03,301,2016,5,3,18,1
2016-05-04,302,2016,5,4,18,2
2016-05-05,303,2016,5,5,18,3
2016-05-06,304,2016,5,6,18,4
2016-05-07,305,2016,5,7,18,5
2016-05-08,306,2016,5,8,18,6
2016-05-09,307,2016,5,9,19,0
2016-05-10,308,2016,5,10,19,1
2016-05-11,309,2016,5,11,19,2
2016-05-12,310,2016,5,12,19,3
2016-05-13,311,2016,5,13,19,4
2016-05-14,312,2016,5,14,19,5
2016-05-15,313,2016,5,15,19,6
2016-05-16,314,2016,5,16,20,0
2016-05-17,315,2016,5,17,20,1
2016-05-18,316,2016,5,18,20,2
2016-05-19,317,2016,5,19,20,3
2016-05-20,318,2016,5,20,20,4
2016-05-21,319,2016,5,21,20,5
2016-05-22,320,2016,5,22,20,6
2016-05-23,321,2016,5,23,21,0
2016-05-24,322,2016,5,24,21,1
2016-05-25,323,2016,5,25,21,2
2016-05-26,324,2016,5,26,21,3
2016-05-27,325,2016,5,27,21,4
2016-05-28,326,2016,5,28,21,5
2016-05-29,327,2016,5,29,21,6
2016-05-30,328,2016,5,30,22,0
2016-05-31,329,2016,5,31,22,1
2016-06-01,330,2016,6,1,22,2
2016-06-02,331,2016,6,2,22,3
2016-06-03,332,2016,6,3,22,4
2016-06-04,333,2016,6,4,22,5
2016-06-05,334,2016,6,5,22,6
2016-06-06,335,2016,6,6,23,0
2016-06-07,336,2016,6,7,23,1
2016-06-08,337,2016,6,8,23,2
2016-06-09,338,2016,6,9,23,3
2016-06-10,339,2016,6,10,23,4
2016-06-11,340,2016,6,11,23,5
2016-06-12,341,2016,6,12,23,6
2016-06-13,342,2016,6,13,24,0
2016-06-14,343,2016,6,14,24,1
2016-06-15,344,2016,6,15,24,2
2016-06-16,345,2016,6,16,24,3
2016-06-17,346,2016,6,17,24,4
2016-06-18,347,2016,6,18,24,5
2016-06-19,348,2016,6,19,24,6
2016-06-20,349,2016,6,20,25,0
2016-06-21,350,2016,6,21,25,1
2016-06-22,351,2016,6,22,25,2
2016-06-23,352,2016,6,23,25,3
2016-06-24,353,2016,6,24,25,4
2016-06-25,354,2016,6,25,25,5
2016-06-26,355,2016,6,26,25,6
2016-06-27,356,2016,6,27,26,0
2016-06-28,357,2016,6,28,26,1
2016-06-29,358,2016,6,29,26,2
2016-06-30,359,2016,6,30,26,3
2016-07-01,360,2016,7,1,26,4
2016-07-02,361,2016,7,2,26,5
2016-07-03,362,2016,7,3,26,6
2016-07-04,363,2016,7,4,27,0
2016-07-05,364,2016,7,5,27,1
2016-07-06,365,2016,7,6,27,2
2016-07-07,366,2016,7,7,27,3
2016-07-08,367,2016,7,8,27,4
2016-07-09,368,2016,7,9,27,5
2016-07-10,369,2016,7,10,27,6
2016-07-11,370,2016,7,11,28,0
2016-07-12,371,2016,7,12,28,1
2016-07-13,372,2016,7,13,28,2
2016-07-14,373,2016,7,14,28,3
2016-07-15,374,2016,7,15,28,4
2016-07-16,375,2016,7,16,28,5
2016-07-17,376,2016,7,17,28,6
2016-07-18,377,2016,7,18,29,0
2016-07-19,378,2016,7,19,29,1
2016-07-20,379,2016,7,20,29,2
2016-07-21,380,2016,7,21,29,3
2016-07-22,381,2016,7,22,29,4
2016-07-23,382,2016,7,23,29,5
2016-07-24,383,2016,7,24,29,6
2016-07-25,384,2016,7,25,30,0
2016-07-26,385,2016,7,26,30,1
2016-07-27,386,2016,7,27,30,2
2016-07-28,387,2016,7,28,30,3
2016-07-29,388,2016,7,29,30,4
2016-07-30,389,2016,7,30,30,5
2016-07-31,390,2016,7,31,30,6
2016-08-01,391,2016,8,1,31,0
2016-08-02,392,2016,8,2,31,1
2016-08-03,393,2016,8,3,31,2
2016-08-04,394,2016,8,4,31,3
2016-08-05,395,2016,8,5,31,4
2016-08-06,396,2016,8,6,31,5
2016-08-07,397,2016,8,7,31,6
2016-08-08,398,2016,8,8,32,0
2016-08-09,399,2016,8,9,32,1
2016-08-10,400,2016,8,10,32,2
2016-08-11,401,2016,8,11,32,3
2016-08-12,402,2016,8,12,32,4
2016-08-13,403,2016,8,13,32,5
2016-08-14,404,2016,8,14,32,6
2016-08-15,405,2016,8,15,33,0
2016-08-16,406,2016,8,16,33,1
2016-08-17,407,2016,8,17,33,2
2016-08-18,408,2016,8,18,33,3
2016-08-19,409,2016,8,19,33,4
2016-08-20,410,2016,8,20,33,5
2016-08-21,411,2016,8,21,33,6
2016-08-22,412,2016,8,22,34,0
2016-08-23,413,2016,8,23,34,1
2016-08-24,414,2016,8,24,34,2
2016-08-25,415,2016,8,25,34,3
2016-08-26,416,2016,8,26,34,4
2016-08-27,417,2016,8,27,34,5
2016-08-28,418,2016,8,28,34,6
2016-08-29,419,2016,8,29,35,0
2016-08-30,420,2016,8,30,35,1
2016-08-31,421,2016,8,31,35,2
2016-09-01,422,2016,9,1,35,3
2016-09-02,423,2016,9,2,35,4
2016-09-03,424,2016,9,3,35,5
2016-09-04,425,2016,9,4,35,6
2016-09-05,426,2016,9,5,36,0
2016-09-06,427,2016,9,6,36,1
2016-09-07,428,2016,9,7,36,2
2016-09-08,429,2016,9,8,36,3
2016-09-09,430,2016,9,9,36,4
2016-09-10,431,2016,9,10,36,5
2016-09-11,432,2016,9,11,36,6
2016-09-12,433,2016,9,12,37,0
2016-09-13,434,2016,9,13,37,1
2016-09-14,435,2016,9,14,37,2
2016-09-15,436,2016,9,15,37,3
2016-09-16,437,2016,9,16,37,4
2016-09-17,438,2016,9,17,37,5
2016-09-18,439,2016,9,18,37,6
2016-09-19,440,2016,9,19,38,0
2016-09-20,441,2016,9,20,38,1
2016-09-21,442,2016,9,21,38,2
2016-09-22,443,2016,9,22,38,3
2016-09-23,444,2016,9,23,38,4
2016-09-24,445,2016,9,24,38,5
2016-09-25,446,2016,9,25,38,6
2016-09-26,447,2016,9,26,39,0
2016-09-27,448,2016,9,27,39,1
2016-09-28,449,2016,9,28,39,2
2016-09-29,450,2016,9,29,39,3
2016-09-30,451,2016,9,30,39,4
2016-10-01,452,2016,10,1,39,5
2016-10-02,453,2016,10,2,39,6
2016-10-03,454,2016,10,3,40,0
2016-10-04,455,2016,10,4,40,1
2016-10-05,456,2016,10,5,40,2
2016-10-06,457,2016,10,6,40,3
2016-10-07,458,2016,10,7,40,4
2016-10-08,459,2016,10,8,40,5
2016-10-09,460,2016,10,9,40,6
2016-10-10,461,2016,10,10,41,0
2016-10-11,462,2016,10,11,41,1
2016-10-12,463,2016,10,12,41,2
2016-10-13,464,2016,10,13,41,3
2016-10-14,465,2016,10,14,41,4
2016-10-15,466,2016,10,15,41,5
2016-10-16,467,2016,10,16,41,6
2016-10-17,468,2016,10,17,42,0
2016-10-18,469,2016,10,18,42,1
2016-10-19,470,2016,10,19,42,2
2016-10-20,471,2016,10,20,42,3
2016-10-21,472,2016,10,21,42,4
2016-10-22,473,2016,10,22,42,5
2016-10-23,474,2016,10,23,42,6
2016-10-24,475,2016,10,24,43,0
2016-10-25,476,2016,10,25,43,1
2016-10-26,477,2016,10,26,43,2
2016-10-27,478,2016,10,27,43,3
2016-10-28,479,2016,10,28,43,4
2016-10-29,480,2016,10,29,43,5
2016-10-30,481,2016,10,30,43,6
2016-10-31,482,2016,10,31,44,0
2016-11-01,483,2016,11,1,44,1
2016-11-02,484,2016,11,2,44,2
2016-11-03,485,2016,11,3,44,3
2016-11-04,486,2016,11,4,44,4
2016-11-05,487,2016,11,5,44,5
2016-11-06,488,2016,11,6,44,6
2016-11-07,489,2016,11,7,45,0
2016-11-08,490,2016,11,8,45,1
2016-11-09,491,2016,11,9,45,2
2016-11-10,492,2016,11,10,45,3
2016-11-11,493,2016,11,11,45,4
2016-11-12,494,2016,11,12,45,5
2016-11-14,495,2016,11,14,46,0
2016-11-15,496,2016,11,15,46,1
2016-11-16,497,2016,11,16,46,2
2016-11-17,498,2016,11,17,46,3
2016-11-18,499,2016,11,18,46,4
2016-11-19,500,2016,11,19,46,5
2016-11-20,501,2016,11,20,46,6
2016-11-21,502,2016,11,21,47,0
2016-11-22,503,2016,11,22,47,1
2016-11-23,504,2016,11,23,47,2
2016-11-24,505,2016,11,24,47,3
2016-11-25,506,2016,11,25,47,4
2016-11-26,507,2016,11,26,47,5
2016-11-27,508,2016,11,27,47,6
2016-11-28,509,2016,11,28,48,0
2016-11-29,510,2016,11,29,48,1
2016-11-30,511,2016,11,30,48,2
2016-12-01,512,2016,12,1,48,3
2016-12-02,513,2016,12,2,48,4
2016-12-03,514,2016,12,3,48,5
2016-12-04,515,2016,12,4,48,6
2016-12-05,516,2016,12,5,49,0
2016-12-06,517,2016,12,6,49,1
2016-12-07,518,2016,12,7,49,2
2016-12-08,519,2016,12,8,49,3
2016-12-09,520,2016,12,9,49,4
2016-12-10,521,2016,12,10,49,5
2016-12-11,522,2016,12,11,49,6
2016-12-12,523,2016,12,12,50,0
2016-12-13,524,2016,12,13,50,1
2016-12-14,525,2016,12,14,50,2
2016-12-15,526,2016,12,15,50,3
2016-12-16,527,2016,12,16,50,4
2016-12-17,528,2016,12,17,50,5
2016-12-18,529,2016,12,18,50,6
2016-12-19,530,2016,12,19,51,0
2016-12-20,531,2016,12,20,51,1
2016-12-21,532,2016,12,21,51,2
2016-12-22,533,2016,12,22,51,3
2016-12-23,534,2016,12,23,51,4
2016-12-24,535,2016,12,24,51,5
2016-12-25,536,2016,12,25,51,6
2016-12-26,537,2016,12,26,52,0
2016-12-27,538,2016,12,27,52,1
2016-12-28,539,2016,12,28,52,2
2016-12-29,540,2016,12,29,52,3
2016-12-30,541,2016,12,30,52,4
2016-12-31,542,2016,12,31,52,5
2017-01-01,543,2017,1,1,52,6
2017-01-02,544,2017,1,2,1,0
2017-01-03,545,2017,1,3,1,1
2017-01-04,546,2017,1,4,1,2
2017-01-05,547,2017,1,5,1,3
2017-01-06,548,2017,1,6,1,4
2017-01-07,549,2017,1,7,1,5
2017-01-08,550,2017,1,8,1,6
2017-01-09,551,2017,1,9,2,0
2017-01-10,552,2017,1,10,2,1
2017-01-11,553,2017,1,11,2,2
2017-01-12,554,2017,1,12,2,3
2017-01-13,555,2017,1,13,2,4
2017-01-14,556,2017,1,14,2,5
2017-01-15,557,2017,1,15,2,6
2017-01-16,558,2017,1,16,3,0
2017-01-17,559,2017,1,17,3,1
2017-01-18,560,2017,1,18,3,2
2017-01-19,561,2017,1,19,3,3
2017-01-20,562,2017,1,20,3,4
2017-01-21,563,2017,1,21,3,5
2017-01-22,564,2017,1,22,3,6
2017-01-23,565,2017,1,23,4,0
2017-01-24,566,2017,1,24,4,1
2017-01-25,567,2017,1,25,4,2
2017-01-26,568,2017,1,26,4,3
2017-01-27,569,2017,1,27,4,4
2017-01-28,570,2017,1,28,4,5
2017-01-29,571,2017,1,29,4,6
2017-01-30,572,2017,1,30,5,0
2017-01-31,573,2017,1,31,5,1
2017-02-01,574,2017,2,1,5,2
2017-02-02,575,2017,2,2,5,3
2017-02-03,576,2017,2,3,5,4
2017-02-04,577,2017,2,4,5,5
2017-02-05,578,2017,2,5,5,6
2017-02-06,579,2017,2,6,6,0
2017-02-07,580,2017,2,7,6,1
2017-02-08,581,2017,2,8,6,2
2017-02-09,582,2017,2,9,6,3
2017-02-10,583,2017,2,10,6,4
2017-02-11,584,2017,2,11,6,5
2017-02-12,585,2017,2,12,6,6
2017-02-13,586,2017,2,13,7,0
2017-02-14,587,2017,2,14,7,1
2017-02-15,588,2017,2,15,7,2
2017-02-16,589,2017,2,16,7,3
2017-02-17,590,2017,2,17,7,4
2017-02-18,591,2017,2,18,7,5
2017-02-19,592,2017,2,19,7,6
2017-02-20,593,2017,2,20,8,0
2017-02-21,594,2017,2,21,8,1
2017-02-22,595,2017,2,22,8,2
2017-02-23,596,2017,2,23,8,3
2017-02-24,597,2017,2,24,8,4
2017-02-25,598,2017,2,25,8,5
2017-02-26,599,2017,2,26,8,6
2017-02-27,600,2017,2,27,9,0
2017-02-28,601,2017,2,28,9,1
2017-03-01,602,2017,3,1,9,2
2017-03-02,603,2017,3,2,9,3
2017-03-03,604,2017,3,3,9,4
2017-03-04,605,2017,3,4,9,5
2017-03-05,606,2017,3,5,9,6
2017-03-06,607,2017,3,6,10,0
2017-03-07,608,2017,3,7,10,1
2017-03-08,609,2017,3,8,10,2
2017-03-09,610,2017,3,9,10,3
2017-03-10,611,2017,3,10,10,4
2017-03-11,612,2017,3,11,10,5
2017-03-12,613,2017,3,12,10,6
2017-03-13,614,2017,3,13,11,0
2017-03-14,615,2017,3,14,11,1
2017-03-15,616,2017,3,15,11,2
2017-03-16,617,2017,3,16,11,3
2017-03-17,618,2017,3,17,11,4
2017-03-18,619,2017,3,18,11,5
2017-03-19,620,2017,3,19,11,6
2017-03-20,621,2017,3,20,12,0
2017-03-22,622,2017,3,22,12,2
2017-03-23,623,2017,3,23,12,3
2017-03-24,624,2017,3,24,12,4
2017-03-25,625,2017,3,25,12,5
2017-03-26,626,2017,3,26,12,6
2017-03-27,627,2017,3,27,13,0
2017-03-28,628,2017,3,28,13,1
2017-03-29,629,2017,3,29,13,2
2017-03-30,630,2017,3,30,13,3
2017-03-31,631,2017,3,31,13,4
2017-04-01,632,2017,4,1,13,5
2017-04-02,633,2017,4,2,13,6
2017-04-03,634,2017,4,3,14,0
2017-04-04,635,2017,4,4,14,1
2017-04-05,636,2017,4,5,14,2
2017-04-06,637,2017,4,6,14,3
2017-04-07,638,2017,4,7,14,4
2017-04-08,639,2017,4,8,14,5
2017-04-09,640,2017,4,9,14,6
2017-04-10,641,2017,4,10,15,0
2017-04-11,642,2017,4,11,15,1
2017-04-12,643,2017,4,12,15,2
2017-04-13,644,2017,4,13,15,3
2017-04-14,645,2017,4,14,15,4
2017-04-15,646,2017,4,15,15,5
2017-04-16,647,2017,4,16,15,6
2017-04-17,648,2017,4,17,16,0
2017-04-18,649,2017,4,18,16,1
2017-04-19,650,2017,4,19,16,2
2017-04-20,651,2017,4,20,16,3
2017-04-21,652,2017,4,21,16,4
2017-04-22,653,2017,4,22,16,5
2017-04-23,654,2017,4,23,16,6
2017-04-24,655,2017,4,24,17,0
2017-04-25,656,2017,4,25,17,1
2017-04-26,657,2017,4,26,17,2
2017-04-27,658,2017,4,27,17,3
2017-04-28,659,2017,4,28,17,4
2017-04-29,660,2017,4,29,17,5
2017-04-30,661,2017,4,30,17,6
2017-05-01,662,2017,5,1,18,0
2017-05-02,663,2017,5,2,18,1
2017-05-03,664,2017,5,3,18,2
2017-05-04,665,2017,5,4,18,3
2017-05-05,666,2017,5,5,18,4
2017-05-06,667,2017,5,6,18,5
2017-05-07,668,2017,5,7,18,6
2017-05-08,669,2017,5,8,19,0
2017-05-09,670,2017,5,9,19,1
2017-05-10,671,2017,5,10,19,2
2017-05-11,672,2017,5,11,19,3
2017-05-12,673,2017,5,12,19,4
2017-05-13,674,2017,5,13,19,5
2017-05-14,675,2017,5,14,19,6
2017-05-15,676,2017,5,15,20,0
2017-05-16,677,2017,5,16,20,1
2017-05-17,678,2017,5,17,20,2
2017-05-18,679,2017,5,18,20,3
2017-05-19,680,2017,5,19,20,4
2017-05-20,681,2017,5,20,20,5
2017-05-21,682,2017,5,21,20,6
2017-05-22,683,2017,5,22,21,0
2017-05-23,684,2017,5,23,21,1
2017-05-24,685,2017,5,24,21,2
2017-05-25,686,2017,5,25,21,3
2017-05-26,687,2017,5,26,21,4
2017-05-27,688,2017,5,27,21,5
2017-05-28,689,2017,5,28,21,6
2017-05-29,690,2017,5,29,22,0
2017-05-30,691,2017,5,30,22,1
2017-05-31,692,2017,5,31,22,2
2017-06-01,693,2017,6,1,22,3
2017-06-02,694,2017,6,2,22,4
2017-06-03,695,2017,6,3,22,5
2017-06-04,696,2017,6,4,22,6
2017-06-05,697,2017,6,5,23,0
